farmer_id,age,gender,education,land_size_acres,annual_income,crop_type,state,district,region,is_member_fpo,has_taken_crop_insurance,eligible_pmfby,eligible_pmkisan,eligible_fpo_support
2177,23,Male,Higher,6.65,150904.19,Cotton,Maharashtra,Nashik,East,0,1,0,0,0
2178,56,Female,Higher,7.25,144536.69,Sugarcane,Gujarat,Ahmedabad,North,0,1,0,0,0
2179,59,Male,Primary,6.54,118966.97,Wheat,Bihar,Patna,North,1,0,1,0,0
2180,68,Male,Higher,9.49,172938.9,Cotton,Tamil Nadu,Coimbatore,West,0,0,0,0,0
2181,68,Male,Secondary,2.47,183035.21,Cotton,Gujarat,Bhavnagar,North,0,1,0,0,0
2182,29,Male,Higher,9.9,161300.13,Sugarcane,Karnataka,Mangaluru,West,0,0,0,0,0
2183,20,Female,Higher,8.39,489588.83,Wheat,Gujarat,Ahmedabad,North,0,0,0,0,0
2184,62,Male,Higher,6.1,467038.23,Rice,Bihar,Gaya,East,1,0,0,0,1
2185,35,Male,Primary,6.79,291509.95,Rice,Karnataka,Mangaluru,West,0,0,1,0,0
2186,57,Female,Primary,6.66,490716.87,Wheat,Bihar,Patna,North,0,1,0,0,0
2187,38,Female,None,1.05,495687.03,Cotton,Karnataka,Mysuru,South,0,0,0,0,0
2188,32,Male,Primary,2.57,184410.46,Cotton,Tamil Nadu,Chennai,North,0,0,0,0,0
2189,50,Male,Primary,9.63,228141.9,Wheat,Tamil Nadu,Tiruchirappalli,North,0,1,1,0,0
2190,52,Female,Primary,5.58,479940.27,Rice,Gujarat,Surat,South,0,1,0,0,0
2191,43,Male,Secondary,4.09,308226.84,Maize,Maharashtra,Nagpur,North,0,0,0,0,0
2192,25,Female,None,7.74,114335.25,Sugarcane,Gujarat,Bhavnagar,West,0,0,0,0,0
2193,53,Male,Secondary,5.48,347796.53,Wheat,Bihar,Gaya,North,1,0,0,0,1
2194,65,Female,Primary,0.63,110815.63,Maize,Tamil Nadu,Chennai,North,0,0,0,1,0
2195,47,Female,Primary,7.49,176285.29,Sugarcane,Tamil Nadu,Coimbatore,South,0,0,0,0,0
2196,40,Female,None,7.46,121504.48,Maize,Gujarat,Vadodara,South,1,0,1,0,0
2197,59,Male,None,2.07,130040.31,Maize,Bihar,Patna,North,0,0,1,0,0
2198,61,Male,Higher,9.59,12281.23,Sugarcane,Gujarat,Bhavnagar,South,0,1,0,0,0
2199,31,Male,Primary,2.63,441547.33,Maize,Gujarat,Bhavnagar,East,1,0,0,0,0
2200,31,Male,Primary,4.85,155035.34,Rice,Gujarat,Rajkot,South,0,1,1,0,0
2201,19,Female,Secondary,1.59,52323.45,Wheat,Bihar,Purnia,West,1,0,1,1,1
2202,54,Female,Higher,6.23,52623.83,Rice,Maharashtra,Mumbai,North,1,1,1,0,1
2203,22,Female,Primary,4.07,282448.96,Rice,Tamil Nadu,Coimbatore,South,0,1,1,0,0
2204,55,Male,Secondary,3.86,496531.07,Sugarcane,Karnataka,Hubballi,North,0,1,0,0,0
2205,62,Male,None,8.36,81061.01,Sugarcane,Bihar,Bhagalpur,West,0,0,0,0,0
2206,58,Male,Secondary,0.59,58814.67,Sugarcane,Bihar,Purnia,East,0,0,0,1,0
2207,64,Female,Primary,8.08,224768.9,Maize,Bihar,Muzaffarpur,East,0,1,1,0,0
2208,31,Male,Secondary,5.93,286032.31,Maize,Gujarat,Surat,North,0,0,1,0,0
2209,56,Male,Secondary,9.87,154246.38,Wheat,Gujarat,Vadodara,South,0,1,1,0,0
2210,42,Female,Higher,6.1,158235.83,Maize,Bihar,Patna,East,1,1,1,0,1
2211,37,Female,Higher,1.03,217993.49,Wheat,Tamil Nadu,Madurai,North,0,1,1,0,0
2212,19,Male,None,0.98,163931.35,Rice,Karnataka,Mysuru,North,0,1,0,0,0
2213,56,Female,Higher,8.89,458512.48,Wheat,Maharashtra,Nashik,East,0,1,0,0,0
2214,23,Male,Secondary,8.49,30557.74,Wheat,Punjab,Patiala,North,1,0,1,0,1
2215,34,Female,Higher,3.79,124939.38,Sugarcane,Tamil Nadu,Tiruchirappalli,East,0,0,0,0,0
2216,42,Female,Primary,6.37,406190.87,Maize,Tamil Nadu,Salem,East,0,0,0,0,0
2217,45,Female,Secondary,5.15,418639.48,Cotton,Punjab,Patiala,South,0,0,0,0,0
2218,19,Male,Secondary,9.69,64661.99,Cotton,Punjab,Patiala,North,0,0,0,0,0
2219,52,Male,Secondary,9.52,487144.09,Sugarcane,Bihar,Bhagalpur,East,0,1,0,0,0
2220,54,Male,Primary,9.85,349743.88,Rice,Karnataka,Belagavi,East,0,0,0,0,0
2221,22,Female,Secondary,8.73,143570.6,Rice,Tamil Nadu,Madurai,South,0,1,1,0,0
2222,18,Female,Higher,9.14,233458.55,Rice,Tamil Nadu,Salem,East,0,0,1,0,0
2223,57,Female,Primary,2.56,155597.92,Wheat,Maharashtra,Pune,South,1,1,1,0,0
2224,29,Female,Secondary,8.39,83510.9,Maize,Punjab,Amritsar,East,0,0,1,0,0
2225,53,Male,Higher,7.23,152677.25,Rice,Punjab,Amritsar,North,1,0,1,0,1
2226,62,Male,Higher,9.65,294245.05,Cotton,Tamil Nadu,Madurai,North,0,1,0,0,0
2227,40,Male,None,5.93,414725.15,Wheat,Punjab,Patiala,North,1,1,0,0,0
2228,64,Female,Higher,1.31,188129.25,Rice,Bihar,Bhagalpur,South,0,0,1,0,0
2229,48,Female,Higher,6.18,180471.75,Rice,Maharashtra,Nashik,North,0,0,1,0,0
2230,28,Male,None,7.02,239320.34,Maize,Tamil Nadu,Tiruchirappalli,South,0,0,1,0,0
2231,27,Female,None,2.59,325832.24,Maize,Gujarat,Ahmedabad,West,1,0,0,0,0
2232,20,Male,Primary,4.24,378291.97,Wheat,Maharashtra,Aurangabad,South,0,1,0,0,0
2233,31,Female,Higher,6.19,170131.76,Cotton,Gujarat,Rajkot,West,1,1,0,0,1
2234,33,Female,Primary,4.05,297312.71,Sugarcane,Bihar,Bhagalpur,South,1,0,0,0,0
2235,27,Male,Primary,4.06,200786.81,Cotton,Maharashtra,Nashik,East,1,0,0,0,0
2236,46,Male,Secondary,1.76,361035.93,Maize,Gujarat,Vadodara,South,1,0,0,0,1
2237,27,Female,Primary,9.44,90690.71,Maize,Punjab,Ludhiana,East,0,1,1,0,0
2238,29,Male,Primary,7.63,135893.18,Sugarcane,Tamil Nadu,Salem,South,1,1,0,0,0
2239,47,Male,Primary,0.51,218769.61,Cotton,Maharashtra,Nashik,South,1,1,0,0,0
2240,58,Female,Primary,7.77,445813.25,Cotton,Karnataka,Mangaluru,West,0,0,0,0,0
2241,18,Female,None,7.53,290929.64,Sugarcane,Tamil Nadu,Tiruchirappalli,West,1,0,0,0,0
2242,22,Female,Higher,0.59,483044.1,Maize,Maharashtra,Nagpur,East,1,1,0,0,1
2243,37,Male,Secondary,4.01,60606.07,Wheat,Tamil Nadu,Coimbatore,East,1,0,1,0,1
2244,25,Female,None,6.26,235485.95,Cotton,Gujarat,Vadodara,North,0,0,0,0,0
2245,60,Female,Secondary,4.8,215348.48,Rice,Maharashtra,Mumbai,North,0,0,1,0,0
2246,29,Female,Secondary,7.89,304101.03,Cotton,Maharashtra,Mumbai,West,1,0,0,0,1
2247,18,Female,None,4.54,407862.66,Cotton,Punjab,Amritsar,East,1,1,0,0,0
2248,37,Female,Primary,1.96,422309.53,Cotton,Maharashtra,Mumbai,North,0,0,0,0,0
2249,45,Male,None,9.78,338395.36,Maize,Karnataka,Mysuru,East,0,1,0,0,0
2250,60,Female,Secondary,2.8,324352.82,Rice,Punjab,Ludhiana,West,1,0,0,0,1
2251,54,Female,Secondary,7.32,475024.48,Cotton,Karnataka,Hubballi,East,0,0,0,0,0
2252,64,Male,Primary,1.86,198006.83,Wheat,Gujarat,Bhavnagar,West,1,1,1,0,0
2253,54,Female,None,3.63,418063.82,Rice,Karnataka,Mangaluru,North,0,1,0,0,0
2254,29,Female,Higher,4.7,461536.83,Sugarcane,Bihar,Patna,East,0,0,0,0,0
2255,54,Male,Secondary,2.33,250854.23,Wheat,Karnataka,Mangaluru,East,0,1,1,0,0
2256,66,Female,None,4.77,367260.26,Sugarcane,Maharashtra,Aurangabad,North,1,1,0,0,0
2257,66,Male,Primary,1.99,194739.73,Cotton,Tamil Nadu,Coimbatore,South,1,1,0,0,0
2258,61,Female,Primary,5.81,87850.72,Maize,Punjab,Ludhiana,South,0,0,1,0,0
2259,45,Male,Higher,6.81,297386.9,Cotton,Punjab,Amritsar,West,1,0,0,0,1
2260,64,Male,Secondary,1.09,106271.11,Cotton,Punjab,Patiala,East,0,1,0,1,0
2261,32,Female,Higher,8.78,234223.57,Sugarcane,Tamil Nadu,Coimbatore,North,0,1,0,0,0
2262,23,Male,Higher,2.26,437710.86,Cotton,Karnataka,Hubballi,West,1,0,0,0,1
2263,61,Male,Higher,2.64,52148.91,Wheat,Gujarat,Ahmedabad,North,0,0,1,0,0
2264,37,Female,Higher,6.78,24909.98,Maize,Bihar,Patna,South,1,1,1,0,1
2265,67,Female,Primary,4.95,307174.15,Sugarcane,Maharashtra,Nagpur,East,0,0,0,0,0
2266,31,Male,Secondary,5.24,172220.05,Rice,Gujarat,Rajkot,West,1,0,1,0,1
2267,19,Female,Higher,1.72,214789.48,Cotton,Punjab,Jalandhar,South,0,1,0,0,0
2268,26,Male,Secondary,8.15,208798.19,Sugarcane,Maharashtra,Aurangabad,South,0,1,0,0,0
2269,54,Male,Primary,6.36,52443.91,Cotton,Karnataka,Belagavi,East,0,0,0,0,0
2270,37,Female,Primary,1.79,11747.55,Cotton,Gujarat,Bhavnagar,East,0,1,0,1,0
2271,43,Female,None,4.05,450227.39,Sugarcane,Bihar,Purnia,East,0,0,0,0,0
2272,46,Male,None,8.2,116721.29,Wheat,Punjab,Amritsar,East,0,0,1,0,0
2273,18,Female,Secondary,5.9,218778.71,Rice,Karnataka,Mysuru,West,0,1,1,0,0
2274,52,Female,None,1.53,486243.64,Cotton,Gujarat,Rajkot,East,0,0,0,0,0
2275,23,Male,Higher,4.04,415113.67,Wheat,Bihar,Purnia,West,1,0,0,0,1
2276,54,Male,Secondary,2.81,62886.12,Cotton,Gujarat,Rajkot,East,1,0,0,0,1
2277,22,Male,Primary,5.42,259174.33,Cotton,Punjab,Bathinda,West,0,0,0,0,0
2278,50,Male,Primary,8.51,367738.72,Wheat,Karnataka,Hubballi,West,0,0,0,0,0
2279,66,Male,Higher,4.64,352212.46,Cotton,Maharashtra,Aurangabad,East,1,1,0,0,1
2280,68,Male,None,4.62,382812.51,Rice,Gujarat,Ahmedabad,North,1,0,0,0,0
2281,31,Female,Secondary,9.1,234152.78,Sugarcane,Tamil Nadu,Salem,West,0,0,0,0,0
2282,29,Male,Secondary,5.97,96202.24,Wheat,Punjab,Bathinda,West,0,1,1,0,0
2283,59,Female,Higher,5.88,237787.5,Maize,Bihar,Purnia,North,1,0,1,0,1
2284,37,Female,None,2.99,327464.75,Cotton,Bihar,Bhagalpur,West,1,1,0,0,0
2285,67,Male,Secondary,6.27,308210.12,Sugarcane,Tamil Nadu,Coimbatore,South,0,0,0,0,0
2286,41,Female,Higher,5.97,44555.81,Rice,Tamil Nadu,Madurai,South,0,1,1,0,0
2287,60,Male,Secondary,4.27,41826.69,Rice,Karnataka,Mysuru,North,0,0,1,0,0
2288,51,Female,Primary,9.91,482976.34,Maize,Tamil Nadu,Coimbatore,North,1,1,0,0,0
2289,42,Male,Secondary,8.88,84384.67,Rice,Punjab,Ludhiana,East,0,1,1,0,0
2290,67,Male,Secondary,7.62,154286.61,Sugarcane,Gujarat,Ahmedabad,West,0,0,0,0,0
2291,46,Male,Secondary,5.6,386140.9,Maize,Tamil Nadu,Coimbatore,South,0,1,0,0,0
2292,56,Male,None,4.89,210741.77,Wheat,Punjab,Bathinda,North,1,1,1,0,0
2293,48,Female,None,2.26,98917.78,Maize,Maharashtra,Nagpur,East,0,1,1,0,0
2294,64,Female,Higher,3.4,238943.87,Wheat,Tamil Nadu,Madurai,North,0,1,1,0,0
2295,60,Female,None,7.85,288785.49,Rice,Maharashtra,Aurangabad,South,0,0,1,0,0
2296,67,Female,Secondary,4.81,231855.64,Sugarcane,Gujarat,Surat,North,1,0,0,0,1
2297,40,Female,Secondary,8.88,460283.58,Cotton,Bihar,Patna,North,1,1,0,0,1
2298,61,Male,None,1.91,149502.65,Maize,Gujarat,Bhavnagar,West,1,0,1,1,0
2299,55,Male,None,5.33,334052.76,Rice,Tamil Nadu,Chennai,South,0,1,0,0,0
2300,37,Male,Secondary,6.65,65024.41,Sugarcane,Bihar,Bhagalpur,West,0,0,0,0,0
2301,40,Male,Secondary,5.41,202219.87,Cotton,Gujarat,Surat,North,0,1,0,0,0
2302,62,Male,Primary,8.95,373086.69,Maize,Maharashtra,Pune,South,0,1,0,0,0
2303,69,Female,Higher,9.9,120160.3,Sugarcane,Bihar,Gaya,East,0,1,0,0,0
2304,33,Male,None,1.6,298987.81,Rice,Maharashtra,Aurangabad,West,1,1,1,0,0
2305,67,Male,Higher,1.73,85184.14,Maize,Karnataka,Bengaluru,West,0,0,1,1,0
2306,59,Female,Secondary,1.74,60323.83,Maize,Gujarat,Bhavnagar,East,0,0,1,1,0
2307,25,Female,Higher,6.97,266384.05,Wheat,Gujarat,Bhavnagar,North,0,0,1,0,0
2308,67,Male,None,4.04,340755.39,Wheat,Maharashtra,Pune,East,0,1,0,0,0
2309,38,Male,None,7.47,65549.86,Maize,Karnataka,Mangaluru,South,0,1,1,0,0
2310,18,Female,Higher,4.35,459710.36,Sugarcane,Bihar,Gaya,West,0,1,0,0,0
2311,25,Male,None,6.46,120628.41,Rice,Maharashtra,Nashik,South,0,1,1,0,0
2312,46,Male,Primary,7.81,68787.9,Cotton,Karnataka,Belagavi,North,0,1,0,0,0
2313,49,Male,Secondary,5.71,109322.47,Wheat,Maharashtra,Mumbai,East,0,1,1,0,0
2314,55,Female,Secondary,5.63,93090.5,Rice,Punjab,Amritsar,South,1,0,1,0,1
2315,22,Male,None,1.34,54430.58,Maize,Gujarat,Vadodara,West,1,0,1,1,0
2316,64,Male,Secondary,4.4,400941.23,Rice,Punjab,Amritsar,South,1,1,0,0,1
2317,39,Female,Primary,5.68,252813.51,Rice,Bihar,Muzaffarpur,West,1,1,1,0,0
2318,64,Female,None,4.89,200374.53,Rice,Punjab,Ludhiana,North,0,1,1,0,0
2319,51,Female,Primary,9.06,475807.68,Maize,Gujarat,Rajkot,East,0,1,0,0,0
2320,18,Male,Primary,9.11,191794.11,Wheat,Tamil Nadu,Chennai,South,0,0,1,0,0
2321,43,Female,Secondary,8.31,91816.64,Cotton,Karnataka,Belagavi,North,1,1,0,0,1
2322,60,Male,Secondary,4.07,144281.02,Sugarcane,Gujarat,Surat,North,0,1,0,0,0
2323,27,Female,Higher,7.31,127093.6,Wheat,Gujarat,Ahmedabad,South,1,0,1,0,1
2324,47,Male,Primary,4.26,254383.23,Cotton,Tamil Nadu,Coimbatore,South,0,0,0,0,0
2325,67,Female,Secondary,2.71,152837.51,Maize,Punjab,Amritsar,West,0,0,1,0,0
2326,35,Male,Primary,3.76,262869.97,Cotton,Bihar,Gaya,North,1,0,0,0,0
2327,34,Male,Higher,1.17,337953.78,Maize,Tamil Nadu,Salem,East,0,1,0,0,0
2328,43,Female,Primary,3.65,390876.4,Cotton,Gujarat,Surat,North,0,1,0,0,0
2329,25,Female,None,4.88,357977.31,Wheat,Bihar,Bhagalpur,East,1,0,0,0,0
2330,64,Male,Higher,9.58,110739.45,Maize,Maharashtra,Nashik,South,0,0,1,0,0
2331,57,Female,Higher,3.48,66790.86,Rice,Gujarat,Surat,West,0,0,1,0,0
2332,66,Male,Primary,9.07,275800.58,Maize,Tamil Nadu,Coimbatore,West,0,1,1,0,0
2333,29,Female,Primary,2.67,107466.78,Maize,Maharashtra,Aurangabad,South,0,1,1,0,0
2334,44,Female,Secondary,2.31,51617.52,Cotton,Tamil Nadu,Chennai,West,0,0,0,0,0
2335,25,Male,None,5.43,268276.23,Maize,Karnataka,Mysuru,South,1,0,1,0,0
2336,42,Female,Higher,6.89,170129.15,Cotton,Bihar,Purnia,West,0,1,0,0,0
2337,63,Female,Higher,0.92,380513.02,Wheat,Maharashtra,Mumbai,North,0,0,0,0,0
2338,21,Male,Higher,2.6,163953.9,Maize,Punjab,Ludhiana,West,0,0,1,0,0
2339,50,Male,Secondary,4.83,489571.4,Rice,Tamil Nadu,Salem,East,0,0,0,0,0
2340,18,Female,None,3.64,381676.36,Rice,Gujarat,Rajkot,North,0,1,0,0,0
2341,36,Male,Higher,7.27,38269.68,Wheat,Maharashtra,Nashik,West,0,0,1,0,0
2342,48,Female,Higher,5.36,259347.64,Rice,Tamil Nadu,Tiruchirappalli,North,0,0,1,0,0
2343,33,Female,Secondary,2.02,285684.05,Cotton,Tamil Nadu,Tiruchirappalli,North,1,1,0,0,1
2344,31,Male,Primary,9.0,350698.33,Maize,Tamil Nadu,Madurai,East,0,0,0,0,0
2345,65,Male,Higher,3.28,253920.43,Sugarcane,Maharashtra,Aurangabad,East,0,1,0,0,0
2346,22,Male,None,7.45,246887.36,Maize,Maharashtra,Mumbai,South,1,0,1,0,0
2347,58,Male,None,7.91,190289.92,Maize,Tamil Nadu,Salem,North,1,1,1,0,0
2348,43,Male,None,9.65,143016.08,Sugarcane,Punjab,Bathinda,West,0,0,0,0,0
2349,45,Male,None,5.24,473638.1,Rice,Gujarat,Vadodara,East,0,1,0,0,0
2350,19,Female,Secondary,6.35,165622.37,Rice,Bihar,Patna,North,0,0,1,0,0
2351,67,Female,Higher,3.68,41076.45,Maize,Tamil Nadu,Coimbatore,South,0,1,1,0,0
2352,23,Male,Secondary,6.94,91969.52,Rice,Punjab,Patiala,South,0,1,1,0,0
2353,26,Female,None,4.9,430065.55,Cotton,Bihar,Muzaffarpur,North,0,1,0,0,0
2354,50,Female,None,4.66,297450.39,Cotton,Tamil Nadu,Coimbatore,South,1,0,0,0,0
2355,58,Female,None,8.63,391602.47,Sugarcane,Bihar,Patna,West,1,1,0,0,0
2356,42,Female,Secondary,0.98,406302.96,Maize,Tamil Nadu,Madurai,West,0,1,0,0,0
2357,65,Male,None,8.88,413385.86,Cotton,Maharashtra,Nagpur,West,0,0,0,0,0
2358,30,Female,Higher,8.59,279800.72,Wheat,Tamil Nadu,Madurai,West,0,0,1,0,0
2359,26,Female,None,5.31,96789.09,Rice,Tamil Nadu,Madurai,East,0,1,1,0,0
2360,30,Male,Higher,5.16,82634.05,Maize,Tamil Nadu,Salem,West,0,0,1,0,0
2361,48,Male,Higher,3.94,291252.37,Cotton,Tamil Nadu,Madurai,East,0,0,0,0,0
2362,58,Male,None,9.94,189592.03,Sugarcane,Punjab,Amritsar,East,1,0,0,0,0
2363,28,Male,Secondary,1.56,283443.64,Cotton,Karnataka,Mysuru,East,1,1,0,0,1
2364,21,Female,Primary,6.11,254254.14,Wheat,Punjab,Patiala,South,0,0,1,0,0
2365,51,Male,Primary,6.98,305077.06,Cotton,Punjab,Jalandhar,East,0,0,0,0,0
2366,55,Female,Higher,9.38,25734.78,Maize,Maharashtra,Mumbai,South,0,0,1,0,0
2367,63,Female,Secondary,7.91,26089.97,Sugarcane,Tamil Nadu,Chennai,West,0,1,0,0,0
2368,21,Male,Primary,6.62,363581.63,Sugarcane,Punjab,Patiala,South,1,0,0,0,0
2369,55,Male,None,1.61,104632.35,Wheat,Bihar,Purnia,North,0,0,1,1,0
2370,36,Male,None,4.05,329577.25,Maize,Tamil Nadu,Coimbatore,South,0,1,0,0,0
2371,23,Male,Higher,1.82,277822.2,Wheat,Maharashtra,Nashik,North,0,0,1,0,0
2372,51,Male,Secondary,8.87,491079.29,Wheat,Gujarat,Surat,South,0,1,0,0,0
2373,35,Male,Secondary,7.62,419348.88,Wheat,Gujarat,Vadodara,East,0,0,0,0,0
2374,30,Female,Primary,7.7,212435.92,Cotton,Maharashtra,Aurangabad,North,1,0,0,0,0
2375,58,Female,Primary,6.7,312042.28,Rice,Bihar,Patna,South,0,1,0,0,0
2376,40,Female,None,5.32,67471.83,Cotton,Gujarat,Ahmedabad,West,1,1,0,0,0
2377,36,Female,Higher,1.92,199329.16,Maize,Maharashtra,Nagpur,South,0,1,1,0,0
2378,62,Male,Secondary,3.63,369604.99,Wheat,Gujarat,Rajkot,North,0,1,0,0,0
2379,28,Male,Primary,1.8,315109.08,Wheat,Tamil Nadu,Madurai,West,0,1,0,0,0
2380,18,Female,Primary,7.39,247390.95,Rice,Karnataka,Bengaluru,North,0,0,1,0,0
2381,41,Female,Higher,2.02,96499.26,Sugarcane,Karnataka,Mysuru,East,0,1,0,0,0
2382,24,Female,Higher,7.17,403541.5,Wheat,Punjab,Patiala,East,0,0,0,0,0
2383,42,Male,None,7.08,143851.64,Cotton,Maharashtra,Aurangabad,South,0,1,0,0,0
2384,38,Male,Higher,4.86,412034.75,Wheat,Tamil Nadu,Coimbatore,South,0,0,0,0,0
2385,32,Male,None,1.78,309688.44,Maize,Bihar,Gaya,South,1,0,0,0,0
2386,18,Female,None,3.49,192638.4,Rice,Bihar,Gaya,South,0,1,1,0,0
2387,29,Female,Higher,3.54,29896.56,Sugarcane,Tamil Nadu,Chennai,North,1,1,0,0,1
2388,24,Male,Higher,7.15,123885.23,Maize,Tamil Nadu,Chennai,North,1,0,1,0,1
2389,32,Male,Higher,1.58,445644.75,Cotton,Bihar,Bhagalpur,South,0,0,0,0,0
2390,38,Female,Higher,8.38,410807.43,Maize,Maharashtra,Nashik,South,0,1,0,0,0
2391,36,Female,Higher,7.73,291678.12,Wheat,Gujarat,Surat,East,1,0,1,0,1
2392,46,Male,None,2.27,238498.01,Rice,Punjab,Ludhiana,South,0,0,1,0,0
2393,42,Female,Primary,7.33,327099.91,Wheat,Punjab,Patiala,East,1,0,0,0,0
2394,50,Male,Secondary,6.85,238461.58,Rice,Punjab,Amritsar,East,0,0,1,0,0
2395,66,Male,Secondary,7.61,325709.37,Cotton,Tamil Nadu,Tiruchirappalli,South,0,1,0,0,0
2396,49,Female,None,2.29,160628.01,Maize,Bihar,Gaya,North,0,0,1,0,0
2397,66,Female,None,2.0,420863.64,Rice,Bihar,Gaya,East,1,1,0,0,0
2398,52,Female,Primary,2.75,353939.77,Maize,Bihar,Gaya,East,0,0,0,0,0
2399,61,Male,Higher,3.98,171688.06,Rice,Gujarat,Vadodara,South,1,1,1,0,1
2400,55,Female,None,8.04,417026.4,Wheat,Bihar,Purnia,North,0,0,0,0,0
2401,43,Female,Secondary,7.51,248797.84,Rice,Bihar,Muzaffarpur,West,0,0,1,0,0
2402,28,Male,Higher,9.29,95573.04,Rice,Karnataka,Belagavi,East,0,0,1,0,0
2403,52,Male,None,1.06,48079.11,Sugarcane,Gujarat,Vadodara,South,0,0,0,1,0
2404,25,Female,Higher,0.61,352806.82,Cotton,Tamil Nadu,Coimbatore,North,0,0,0,0,0
2405,63,Male,Secondary,7.14,433909.19,Wheat,Gujarat,Bhavnagar,North,1,0,0,0,1
2406,31,Male,Higher,3.15,405646.57,Wheat,Tamil Nadu,Chennai,North,1,0,0,0,1
2407,27,Male,None,3.67,331269.0,Maize,Karnataka,Bengaluru,East,0,1,0,0,0
2408,19,Female,None,5.69,79273.78,Rice,Punjab,Ludhiana,West,1,0,1,0,0
2409,63,Female,Secondary,1.47,56081.6,Rice,Maharashtra,Mumbai,North,0,0,1,1,0
2410,26,Male,Primary,6.61,179064.52,Rice,Gujarat,Vadodara,East,1,1,1,0,0
2411,20,Male,Primary,3.59,428906.34,Wheat,Tamil Nadu,Coimbatore,South,0,1,0,0,0
2412,38,Male,Higher,6.51,481250.77,Sugarcane,Tamil Nadu,Chennai,North,0,0,0,0,0
2413,43,Female,None,8.42,128266.82,Maize,Karnataka,Mangaluru,East,0,0,1,0,0
2414,25,Male,None,2.13,383426.88,Rice,Tamil Nadu,Tiruchirappalli,West,1,0,0,0,0
2415,65,Male,Secondary,9.34,291195.92,Sugarcane,Tamil Nadu,Madurai,North,0,0,0,0,0
2416,19,Female,Secondary,5.54,25585.61,Cotton,Punjab,Jalandhar,West,0,1,0,0,0
2417,23,Male,None,9.27,276029.01,Wheat,Karnataka,Hubballi,East,1,1,1,0,0
2418,45,Female,Secondary,2.47,404910.8,Cotton,Gujarat,Rajkot,South,0,1,0,0,0
2419,46,Female,Primary,6.24,145300.16,Wheat,Tamil Nadu,Coimbatore,East,0,1,1,0,0
2420,43,Female,Primary,4.34,449707.2,Maize,Bihar,Muzaffarpur,West,0,0,0,0,0
2421,42,Male,Higher,7.86,125767.6,Cotton,Karnataka,Bengaluru,West,0,0,0,0,0
2422,29,Male,Secondary,6.26,47471.83,Maize,Punjab,Patiala,South,0,1,1,0,0
2423,22,Female,Higher,5.2,88370.26,Maize,Gujarat,Surat,North,0,0,1,0,0
2424,51,Male,Secondary,9.17,420131.41,Maize,Maharashtra,Aurangabad,East,1,0,0,0,1
2425,65,Female,Secondary,4.08,214479.9,Cotton,Tamil Nadu,Madurai,South,0,0,0,0,0
2426,54,Male,Primary,2.59,400503.33,Cotton,Bihar,Gaya,North,0,0,0,0,0
2427,32,Female,None,6.28,270304.2,Cotton,Bihar,Muzaffarpur,South,0,0,0,0,0
2428,61,Female,Secondary,6.43,245473.97,Rice,Maharashtra,Nashik,West,0,0,1,0,0
2429,53,Male,Secondary,4.67,405387.44,Maize,Karnataka,Bengaluru,North,0,0,0,0,0
2430,32,Male,Secondary,5.12,217508.93,Rice,Punjab,Patiala,South,1,0,1,0,1
2431,60,Male,None,9.62,402996.04,Wheat,Tamil Nadu,Coimbatore,East,0,0,0,0,0
2432,65,Male,Higher,7.46,59324.46,Cotton,Tamil Nadu,Coimbatore,South,1,0,0,0,1
2433,40,Female,Higher,1.55,321792.3,Sugarcane,Gujarat,Surat,North,0,0,0,0,0
2434,23,Female,Secondary,2.52,354267.66,Wheat,Tamil Nadu,Madurai,South,0,0,0,0,0
2435,63,Male,Secondary,9.77,450557.72,Maize,Bihar,Gaya,South,0,1,0,0,0
2436,67,Male,Higher,7.4,119918.72,Maize,Karnataka,Mangaluru,East,0,1,1,0,0
2437,61,Female,Higher,9.19,306067.74,Rice,Maharashtra,Mumbai,North,0,1,0,0,0
2438,60,Male,Primary,3.39,222295.72,Cotton,Karnataka,Belagavi,North,1,1,0,0,0
2439,62,Male,Secondary,7.55,197558.11,Cotton,Punjab,Jalandhar,West,1,1,0,0,1
2440,38,Male,Higher,7.28,62289.64,Wheat,Punjab,Amritsar,South,1,1,1,0,1
2441,40,Male,Primary,3.3,75774.33,Wheat,Maharashtra,Aurangabad,North,1,1,1,0,0
2442,60,Female,None,5.73,420124.35,Wheat,Bihar,Muzaffarpur,North,0,1,0,0,0
2443,33,Female,Secondary,6.46,377379.18,Sugarcane,Gujarat,Vadodara,North,0,0,0,0,0
2444,64,Male,Higher,5.07,197347.15,Sugarcane,Maharashtra,Mumbai,East,0,0,0,0,0
2445,32,Female,Secondary,8.36,415958.42,Maize,Gujarat,Rajkot,East,0,0,0,0,0
2446,42,Male,Primary,8.41,49575.43,Maize,Punjab,Patiala,East,0,1,1,0,0
2447,53,Male,Higher,8.58,316139.22,Maize,Bihar,Muzaffarpur,North,0,0,0,0,0
2448,28,Male,None,8.13,435406.27,Cotton,Karnataka,Mangaluru,East,1,1,0,0,0
2449,68,Female,None,5.14,421043.47,Maize,Punjab,Bathinda,North,0,0,0,0,0
2450,32,Female,Primary,4.12,192663.55,Rice,Bihar,Gaya,East,0,0,1,0,0
2451,21,Female,None,8.4,375164.59,Wheat,Bihar,Bhagalpur,South,0,0,0,0,0
2452,38,Female,None,5.16,219459.39,Cotton,Tamil Nadu,Salem,North,1,1,0,0,0
